Date,"('SPY_Close', 'SPY')","('DXY_Close', 'DX-Y.NYB')","('EURUSD_Close', 'EURUSD=X')"
2025-08-15,1.0,1.0,1.0
2025-08-18,0.9997823967302215,1.003270308633769,1.0047412193569027
2025-08-19,0.9943584407729715,1.0042922654623891,1.0014584825622064
2025-08-20,0.9917163728247854,1.0037813260332331,0.9992431851622138
2025-08-21,0.987737761689512,1.0078692313180215,1.0000348889900885
2025-08-22,1.0029062462857332,0.9986714639198244,0.9967134775964084
2025-08-25,0.9984924286109029,1.0059274587644278,1.0049999708405801
2025-08-26,1.0026730863741746,1.0038835451071875,0.9971766519604287
2025-08-27,1.0049577309917046,1.0038835451071875,0.998975737009453
2025-08-28,1.0085166922292013,0.9995912016744901,0.9997088150563285
2025-08-29,1.0025021530297364,0.9991824033489805,1.0025932444069932
2025-09-01,1.0025021530297364,0.9991824033489805,1.003472426494474
2025-09-02,0.9950733822918556,1.0056208795128725,1.0055416198538614
2025-09-03,1.0004662249655452,1.0029637293822138,0.9986851659483049
2025-09-04,1.0088275404920888,1.0051098621134085,1.0007812678249746
2025-09-05,1.0059057375645755,0.9991824033489806,1.0004779075445858
2025-09-08,1.0083768721683237,0.9959120947152115,1.0053060935923253
2025-09-09,1.0107080918536222,0.9993868414968895,1.0101096220253687
2025-09-10,1.0136298947811355,0.999284622422935,1.0044118713830172
2025-09-11,1.0220533420172278,0.9968319104401852,1.0044707017915244
2025-09-12,1.0217113804707798,0.9969341295141396,1.0071581771658829
2025-09-15,1.0271354312856016,0.9953807270653262,1.0096106378474745
